asset_id,phase,phase_name,category,kind,canvas,grid,cell,pivot,parent,layer,godot_folder,source,audio_prompt,background_policy,ready_prompt
card_ashes_of_renewal,03,"Phase 3 — Roguelite UI, Fate Cards, Relics",card,card_art,512x768,1x1,512x768,center,,,art/ui/cards/,04-phase-3-fate-cards-full.prompt.md,,FULL CANVAS — no chroma green; no cut-out crop,prompts_by_phase/phase_03_roguelite_cards_relics/full_canvas_no_green/card_ashes_of_renewal.full-canvas-no-green.prompt.txt
card_blackened_crown,03,"Phase 3 — Roguelite UI, Fate Cards, Relics",card,card_art,512x768,1x1,512x768,center,,,art/ui/cards/,04-phase-3-fate-cards-full.prompt.md,,FULL CANVAS — no chroma green; no cut-out crop,prompts_by_phase/phase_03_roguelite_cards_relics/full_canvas_no_green/card_blackened_crown.full-canvas-no-green.prompt.txt
card_broken_clock,03,"Phase 3 — Roguelite UI, Fate Cards, Relics",card,card_art,512x768,1x1,512x768,center,,,art/ui/cards/,04-phase-3-fate-cards-full.prompt.md,,FULL CANVAS — no chroma green; no cut-out crop,prompts_by_phase/phase_03_roguelite_cards_relics/full_canvas_no_green/card_broken_clock.full-canvas-no-green.prompt.txt
card_chain_of_damavand,03,"Phase 3 — Roguelite UI, Fate Cards, Relics",card,card_art,512x768,1x1,512x768,center,,,art/ui/cards/,04-phase-3-fate-cards-full.prompt.md,,FULL CANVAS — no chroma green; no cut-out crop,prompts_by_phase/phase_03_roguelite_cards_relics/full_canvas_no_green/card_chain_of_damavand.full-canvas-no-green.prompt.txt
card_chains_of_damavand,05,"Phase 5 — Damavand, Zahhak Hunt, Live-Ops",card,card_art,512x768,1x1,512x768,center,,,art/ui/cards/,06-phase-5-damavand-liveops.prompt.md,,FULL CANVAS — no chroma green; no cut-out crop,prompts_by_phase/phase_05_damavand_zahhak_liveops/full_canvas_no_green/card_chains_of_damavand.full-canvas-no-green.prompt.txt
card_cleanse_before_dawn,03,"Phase 3 — Roguelite UI, Fate Cards, Relics",card,card_art,512x768,1x1,512x768,center,,,art/ui/cards/,04-phase-3-fate-cards-full.prompt.md,,FULL CANVAS — no chroma green; no cut-out crop,prompts_by_phase/phase_03_roguelite_cards_relics/full_canvas_no_green/card_cleanse_before_dawn.full-canvas-no-green.prompt.txt
card_corrupted_bounty,03,"Phase 3 — Roguelite UI, Fate Cards, Relics",card,card_art,512x768,1x1,512x768,center,,,art/ui/cards/,04-phase-3-fate-cards-full.prompt.md,,FULL CANVAS — no chroma green; no cut-out crop,prompts_by_phase/phase_03_roguelite_cards_relics/full_canvas_no_green/card_corrupted_bounty.full-canvas-no-green.prompt.txt
card_couplet_immortal,03,"Phase 3 — Roguelite UI, Fate Cards, Relics",card,card_art,512x768,1x1,512x768,center,,,art/ui/cards/,04-phase-3-fate-cards-full.prompt.md,,FULL CANVAS — no chroma green; no cut-out crop,prompts_by_phase/phase_03_roguelite_cards_relics/full_canvas_no_green/card_couplet_immortal.full-canvas-no-green.prompt.txt
card_cup_of_vision,03,"Phase 3 — Roguelite UI, Fate Cards, Relics",card,card_art,512x768,1x1,512x768,center,,,art/ui/cards/,04-phase-3-fate-cards-full.prompt.md,,FULL CANVAS — no chroma green; no cut-out crop,prompts_by_phase/phase_03_roguelite_cards_relics/full_canvas_no_green/card_cup_of_vision.full-canvas-no-green.prompt.txt
card_damavand_anchor_fragment,05,"Phase 5 — Damavand, Zahhak Hunt, Live-Ops",card,card_art,512x768,1x1,512x768,center,,,art/ui/cards/,06-phase-5-damavand-liveops.prompt.md,,FULL CANVAS — no chroma green; no cut-out crop,prompts_by_phase/phase_05_damavand_zahhak_liveops/full_canvas_no_green/card_damavand_anchor_fragment.full-canvas-no-green.prompt.txt
card_dark_route,03,"Phase 3 — Roguelite UI, Fate Cards, Relics",card,card_art,512x768,1x1,512x768,center,,,art/ui/cards/,04-phase-3-fate-cards-full.prompt.md,,FULL CANVAS — no chroma green; no cut-out crop,prompts_by_phase/phase_03_roguelite_cards_relics/full_canvas_no_green/card_dark_route.full-canvas-no-green.prompt.txt
card_derafsh_kaviani,03,"Phase 3 — Roguelite UI, Fate Cards, Relics",card,card_art,512x768,1x1,512x768,center,,,art/ui/cards/,04-phase-3-fate-cards-full.prompt.md,,FULL CANVAS — no chroma green; no cut-out crop,prompts_by_phase/phase_03_roguelite_cards_relics/full_canvas_no_green/card_derafsh_kaviani.full-canvas-no-green.prompt.txt
card_elite_hunt,03,"Phase 3 — Roguelite UI, Fate Cards, Relics",card,card_art,512x768,1x1,512x768,center,,,art/ui/cards/,04-phase-3-fate-cards-full.prompt.md,,FULL CANVAS — no chroma green; no cut-out crop,prompts_by_phase/phase_03_roguelite_cards_relics/full_canvas_no_green/card_elite_hunt.full-canvas-no-green.prompt.txt
card_esfandiyar_armor,03,"Phase 3 — Roguelite UI, Fate Cards, Relics",card,card_art,512x768,1x1,512x768,center,,,art/ui/cards/,04-phase-3-fate-cards-full.prompt.md,,FULL CANVAS — no chroma green; no cut-out crop,prompts_by_phase/phase_03_roguelite_cards_relics/full_canvas_no_green/card_esfandiyar_armor.full-canvas-no-green.prompt.txt
card_eternal_brazier,03,"Phase 3 — Roguelite UI, Fate Cards, Relics",card,card_art,512x768,1x1,512x768,center,,,art/ui/cards/,04-phase-3-fate-cards-full.prompt.md,,FULL CANVAS — no chroma green; no cut-out crop,prompts_by_phase/phase_03_roguelite_cards_relics/full_canvas_no_green/card_eternal_brazier.full-canvas-no-green.prompt.txt
card_feathered_rescue,03,"Phase 3 — Roguelite UI, Fate Cards, Relics",card,card_art,512x768,1x1,512x768,center,,,art/ui/cards/,04-phase-3-fate-cards-full.prompt.md,,FULL CANVAS — no chroma green; no cut-out crop,prompts_by_phase/phase_03_roguelite_cards_relics/full_canvas_no_green/card_feathered_rescue.full-canvas-no-green.prompt.txt
card_fire_keeper,03,"Phase 3 — Roguelite UI, Fate Cards, Relics",card,card_art,512x768,1x1,512x768,center,,,art/ui/cards/,04-phase-3-fate-cards-full.prompt.md,,FULL CANVAS — no chroma green; no cut-out crop,prompts_by_phase/phase_03_roguelite_cards_relics/full_canvas_no_green/card_fire_keeper.full-canvas-no-green.prompt.txt
card_flame_of_azar,01,Phase 1 — Khan 1 Vertical Slice,card,card_art,512x768,1x1,512x768,center,,,art/ui/cards/,02-phase-1-khan-1-slice.prompt.md,,FULL CANVAS — no chroma green; no cut-out crop,prompts_by_phase/phase_01_khan_1_vertical_slice/full_canvas_no_green/card_flame_of_azar.full-canvas-no-green.prompt.txt
card_forge_adjacent,03,"Phase 3 — Roguelite UI, Fate Cards, Relics",card,card_art,512x768,1x1,512x768,center,,,art/ui/cards/,04-phase-3-fate-cards-full.prompt.md,,FULL CANVAS — no chroma green; no cut-out crop,prompts_by_phase/phase_03_roguelite_cards_relics/full_canvas_no_green/card_forge_adjacent.full-canvas-no-green.prompt.txt
card_forge_memory,03,"Phase 3 — Roguelite UI, Fate Cards, Relics",card,card_art,512x768,1x1,512x768,center,,,art/ui/cards/,04-phase-3-fate-cards-full.prompt.md,,FULL CANVAS — no chroma green; no cut-out crop,prompts_by_phase/phase_03_roguelite_cards_relics/full_canvas_no_green/card_forge_memory.full-canvas-no-green.prompt.txt
card_forged_oath,03,"Phase 3 — Roguelite UI, Fate Cards, Relics",card,card_art,512x768,1x1,512x768,center,,,art/ui/cards/,04-phase-3-fate-cards-full.prompt.md,,FULL CANVAS — no chroma green; no cut-out crop,prompts_by_phase/phase_03_roguelite_cards_relics/full_canvas_no_green/card_forged_oath.full-canvas-no-green.prompt.txt
card_golden_bounty,03,"Phase 3 — Roguelite UI, Fate Cards, Relics",card,card_art,512x768,1x1,512x768,center,,,art/ui/cards/,04-phase-3-fate-cards-full.prompt.md,,FULL CANVAS — no chroma green; no cut-out crop,prompts_by_phase/phase_03_roguelite_cards_relics/full_canvas_no_green/card_golden_bounty.full-canvas-no-green.prompt.txt
card_gordafarid_resolve,03,"Phase 3 — Roguelite UI, Fate Cards, Relics",card,card_art,512x768,1x1,512x768,center,,,art/ui/cards/,04-phase-3-fate-cards-full.prompt.md,,FULL CANVAS — no chroma green; no cut-out crop,prompts_by_phase/phase_03_roguelite_cards_relics/full_canvas_no_green/card_gordafarid_resolve.full-canvas-no-green.prompt.txt
card_heavy_judgment,03,"Phase 3 — Roguelite UI, Fate Cards, Relics",card,card_art,512x768,1x1,512x768,center,,,art/ui/cards/,04-phase-3-fate-cards-full.prompt.md,,FULL CANVAS — no chroma green; no cut-out crop,prompts_by_phase/phase_03_roguelite_cards_relics/full_canvas_no_green/card_heavy_judgment.full-canvas-no-green.prompt.txt
card_heroic_gate,03,"Phase 3 — Roguelite UI, Fate Cards, Relics",card,card_art,512x768,1x1,512x768,center,,,art/ui/cards/,04-phase-3-fate-cards-full.prompt.md,,FULL CANVAS — no chroma green; no cut-out crop,prompts_by_phase/phase_03_roguelite_cards_relics/full_canvas_no_green/card_heroic_gate.full-canvas-no-green.prompt.txt
card_last_stand,03,"Phase 3 — Roguelite UI, Fate Cards, Relics",card,card_art,512x768,1x1,512x768,center,,,art/ui/cards/,04-phase-3-fate-cards-full.prompt.md,,FULL CANVAS — no chroma green; no cut-out crop,prompts_by_phase/phase_03_roguelite_cards_relics/full_canvas_no_green/card_last_stand.full-canvas-no-green.prompt.txt
card_morale_surge,03,"Phase 3 — Roguelite UI, Fate Cards, Relics",card,card_art,512x768,1x1,512x768,center,,,art/ui/cards/,04-phase-3-fate-cards-full.prompt.md,,FULL CANVAS — no chroma green; no cut-out crop,prompts_by_phase/phase_03_roguelite_cards_relics/full_canvas_no_green/card_morale_surge.full-canvas-no-green.prompt.txt
card_mountain_patience,03,"Phase 3 — Roguelite UI, Fate Cards, Relics",card,card_art,512x768,1x1,512x768,center,,,art/ui/cards/,04-phase-3-fate-cards-full.prompt.md,,FULL CANVAS — no chroma green; no cut-out crop,prompts_by_phase/phase_03_roguelite_cards_relics/full_canvas_no_green/card_mountain_patience.full-canvas-no-green.prompt.txt
card_narrator_mercy,03,"Phase 3 — Roguelite UI, Fate Cards, Relics",card,card_art,512x768,1x1,512x768,center,,,art/ui/cards/,04-phase-3-fate-cards-full.prompt.md,,FULL CANVAS — no chroma green; no cut-out crop,prompts_by_phase/phase_03_roguelite_cards_relics/full_canvas_no_green/card_narrator_mercy.full-canvas-no-green.prompt.txt
card_purifying_chant,03,"Phase 3 — Roguelite UI, Fate Cards, Relics",card,card_art,512x768,1x1,512x768,center,,,art/ui/cards/,04-phase-3-fate-cards-full.prompt.md,,FULL CANVAS — no chroma green; no cut-out crop,prompts_by_phase/phase_03_roguelite_cards_relics/full_canvas_no_green/card_purifying_chant.full-canvas-no-green.prompt.txt
card_qanat_reserve,03,"Phase 3 — Roguelite UI, Fate Cards, Relics",card,card_art,512x768,1x1,512x768,center,,,art/ui/cards/,04-phase-3-fate-cards-full.prompt.md,,FULL CANVAS — no chroma green; no cut-out crop,prompts_by_phase/phase_03_roguelite_cards_relics/full_canvas_no_green/card_qanat_reserve.full-canvas-no-green.prompt.txt
card_rakhsh_fury,03,"Phase 3 — Roguelite UI, Fate Cards, Relics",card,card_art,512x768,1x1,512x768,center,,,art/ui/cards/,04-phase-3-fate-cards-full.prompt.md,,FULL CANVAS — no chroma green; no cut-out crop,prompts_by_phase/phase_03_roguelite_cards_relics/full_canvas_no_green/card_rakhsh_fury.full-canvas-no-green.prompt.txt
card_rapid_volley,03,"Phase 3 — Roguelite UI, Fate Cards, Relics",card,card_art,512x768,1x1,512x768,center,,,art/ui/cards/,04-phase-3-fate-cards-full.prompt.md,,FULL CANVAS — no chroma green; no cut-out crop,prompts_by_phase/phase_03_roguelite_cards_relics/full_canvas_no_green/card_rapid_volley.full-canvas-no-green.prompt.txt
card_sacred_route,03,"Phase 3 — Roguelite UI, Fate Cards, Relics",card,card_art,512x768,1x1,512x768,center,,,art/ui/cards/,04-phase-3-fate-cards-full.prompt.md,,FULL CANVAS — no chroma green; no cut-out crop,prompts_by_phase/phase_03_roguelite_cards_relics/full_canvas_no_green/card_sacred_route.full-canvas-no-green.prompt.txt
card_sacred_scout,03,"Phase 3 — Roguelite UI, Fate Cards, Relics",card,card_art,512x768,1x1,512x768,center,,,art/ui/cards/,04-phase-3-fate-cards-full.prompt.md,,FULL CANVAS — no chroma green; no cut-out crop,prompts_by_phase/phase_03_roguelite_cards_relics/full_canvas_no_green/card_sacred_scout.full-canvas-no-green.prompt.txt
card_sacred_wind,03,"Phase 3 — Roguelite UI, Fate Cards, Relics",card,card_art,512x768,1x1,512x768,center,,,art/ui/cards/,04-phase-3-fate-cards-full.prompt.md,,FULL CANVAS — no chroma green; no cut-out crop,prompts_by_phase/phase_03_roguelite_cards_relics/full_canvas_no_green/card_sacred_wind.full-canvas-no-green.prompt.txt
card_serpent_hunger,03,"Phase 3 — Roguelite UI, Fate Cards, Relics",card,card_art,512x768,1x1,512x768,center,,,art/ui/cards/,04-phase-3-fate-cards-full.prompt.md,,FULL CANVAS — no chroma green; no cut-out crop,prompts_by_phase/phase_03_roguelite_cards_relics/full_canvas_no_green/card_serpent_hunger.full-canvas-no-green.prompt.txt
card_shattered_chrono_dial,03,"Phase 3 — Roguelite UI, Fate Cards, Relics",card,card_art,512x768,1x1,512x768,center,,,art/ui/cards/,04-phase-3-fate-cards-full.prompt.md,,FULL CANVAS — no chroma green; no cut-out crop,prompts_by_phase/phase_03_roguelite_cards_relics/full_canvas_no_green/card_shattered_chrono_dial.full-canvas-no-green.prompt.txt
card_sohrab_rage,03,"Phase 3 — Roguelite UI, Fate Cards, Relics",card,card_art,512x768,1x1,512x768,center,,,art/ui/cards/,04-phase-3-fate-cards-full.prompt.md,,FULL CANVAS — no chroma green; no cut-out crop,prompts_by_phase/phase_03_roguelite_cards_relics/full_canvas_no_green/card_sohrab_rage.full-canvas-no-green.prompt.txt
card_song_of_the_narrator,03,"Phase 3 — Roguelite UI, Fate Cards, Relics",card,card_art,512x768,1x1,512x768,center,,,art/ui/cards/,04-phase-3-fate-cards-full.prompt.md,,FULL CANVAS — no chroma green; no cut-out crop,prompts_by_phase/phase_03_roguelite_cards_relics/full_canvas_no_green/card_song_of_the_narrator.full-canvas-no-green.prompt.txt
card_stone_of_alborz,03,"Phase 3 — Roguelite UI, Fate Cards, Relics",card,card_art,512x768,1x1,512x768,center,,,art/ui/cards/,04-phase-3-fate-cards-full.prompt.md,,FULL CANVAS — no chroma green; no cut-out crop,prompts_by_phase/phase_03_roguelite_cards_relics/full_canvas_no_green/card_stone_of_alborz.full-canvas-no-green.prompt.txt
card_wind_of_sistan,03,"Phase 3 — Roguelite UI, Fate Cards, Relics",card,card_art,512x768,1x1,512x768,center,,,art/ui/cards/,04-phase-3-fate-cards-full.prompt.md,,FULL CANVAS — no chroma green; no cut-out crop,prompts_by_phase/phase_03_roguelite_cards_relics/full_canvas_no_green/card_wind_of_sistan.full-canvas-no-green.prompt.txt
card_wisdom_of_zal,03,"Phase 3 — Roguelite UI, Fate Cards, Relics",card,card_art,512x768,1x1,512x768,center,,,art/ui/cards/,04-phase-3-fate-cards-full.prompt.md,,FULL CANVAS — no chroma green; no cut-out crop,prompts_by_phase/phase_03_roguelite_cards_relics/full_canvas_no_green/card_wisdom_of_zal.full-canvas-no-green.prompt.txt
card_zahhak_chain_seal,05,"Phase 5 — Damavand, Zahhak Hunt, Live-Ops",card,card_art,512x768,1x1,512x768,center,,,art/ui/cards/,06-phase-5-damavand-liveops.prompt.md,,FULL CANVAS — no chroma green; no cut-out crop,prompts_by_phase/phase_05_damavand_zahhak_liveops/full_canvas_no_green/card_zahhak_chain_seal.full-canvas-no-green.prompt.txt
card_zahhak_whisper,03,"Phase 3 — Roguelite UI, Fate Cards, Relics",card,card_art,512x768,1x1,512x768,center,,,art/ui/cards/,04-phase-3-fate-cards-full.prompt.md,,FULL CANVAS — no chroma green; no cut-out crop,prompts_by_phase/phase_03_roguelite_cards_relics/full_canvas_no_green/card_zahhak_whisper.full-canvas-no-green.prompt.txt
character_base_bizhan,04,"Phase 4 — Meta, Narrative, Portraits",portrait,portrait_or_codex_base,256x256,1x1,256x256,center,,,art/ui/portraits/,05-phase-4-portraits-narrative.prompt.md,,FULL CANVAS — no chroma green; no cut-out crop,prompts_by_phase/phase_04_meta_narrative/full_canvas_no_green/character_base_bizhan.full-canvas-no-green.prompt.txt
character_base_fereydun,04,"Phase 4 — Meta, Narrative, Portraits",portrait,portrait_or_codex_base,256x256,1x1,256x256,center,,,art/ui/portraits/,05-phase-4-portraits-narrative.prompt.md,,FULL CANVAS — no chroma green; no cut-out crop,prompts_by_phase/phase_04_meta_narrative/full_canvas_no_green/character_base_fereydun.full-canvas-no-green.prompt.txt
character_base_giv,04,"Phase 4 — Meta, Narrative, Portraits",portrait,portrait_or_codex_base,256x256,1x1,256x256,center,,,art/ui/portraits/,05-phase-4-portraits-narrative.prompt.md,,FULL CANVAS — no chroma green; no cut-out crop,prompts_by_phase/phase_04_meta_narrative/full_canvas_no_green/character_base_giv.full-canvas-no-green.prompt.txt
character_base_goudarz,04,"Phase 4 — Meta, Narrative, Portraits",portrait,portrait_or_codex_base,256x256,1x1,256x256,center,,,art/ui/portraits/,05-phase-4-portraits-narrative.prompt.md,,FULL CANVAS — no chroma green; no cut-out crop,prompts_by_phase/phase_04_meta_narrative/full_canvas_no_green/character_base_goudarz.full-canvas-no-green.prompt.txt
character_base_kaveh,04,"Phase 4 — Meta, Narrative, Portraits",portrait,portrait_or_codex_base,256x256,1x1,256x256,center,,,art/ui/portraits/,05-phase-4-portraits-narrative.prompt.md,,FULL CANVAS — no chroma green; no cut-out crop,prompts_by_phase/phase_04_meta_narrative/full_canvas_no_green/character_base_kaveh.full-canvas-no-green.prompt.txt
character_base_kay_khosrow,04,"Phase 4 — Meta, Narrative, Portraits",portrait,portrait_or_codex_base,256x256,1x1,256x256,center,,,art/ui/portraits/,05-phase-4-portraits-narrative.prompt.md,,FULL CANVAS — no chroma green; no cut-out crop,prompts_by_phase/phase_04_meta_narrative/full_canvas_no_green/character_base_kay_khosrow.full-canvas-no-green.prompt.txt
character_base_simorgh,04,"Phase 4 — Meta, Narrative, Portraits",portrait,portrait_or_codex_base,256x256,1x1,256x256,center,,,art/ui/portraits/,05-phase-4-portraits-narrative.prompt.md,,FULL CANVAS — no chroma green; no cut-out crop,prompts_by_phase/phase_04_meta_narrative/full_canvas_no_green/character_base_simorgh.full-canvas-no-green.prompt.txt
character_base_sohrab,04,"Phase 4 — Meta, Narrative, Portraits",portrait,portrait_or_codex_base,256x256,1x1,256x256,center,,,art/ui/portraits/,05-phase-4-portraits-narrative.prompt.md,,FULL CANVAS — no chroma green; no cut-out crop,prompts_by_phase/phase_04_meta_narrative/full_canvas_no_green/character_base_sohrab.full-canvas-no-green.prompt.txt
companion_olad_guide_form,02,"Phase 2 — Campaign Expansion: Khans 2–7, Heroes, Towers",character,character_base,256x256,1x1,256x256,bottom-center,,,art/characters/,03-phase-2-khan-05-07.prompt.md,,GREEN SPRITE GRID — solid #00FF00 unused regions; no transparency,prompts_by_phase/phase_02_campaign_expansion/green_sprite_grid/companion_olad_guide_form.green-background-grid.prompt.txt
companion_olad_guide_form_idle,02,"Phase 2 — Campaign Expansion: Khans 2–7, Heroes, Towers",animation,character_animation,2048x256,8x1,256x256,bottom-center,companion_olad_guide_form,,art/characters/,generated_from_parent,,GREEN SPRITE GRID — solid #00FF00 unused regions; no transparency,prompts_by_phase/phase_02_campaign_expansion/green_sprite_grid/companion_olad_guide_form_idle.green-background-grid.prompt.txt
companion_olad_guide_form_point,02,"Phase 2 — Campaign Expansion: Khans 2–7, Heroes, Towers",animation,character_animation,2048x256,8x1,256x256,bottom-center,companion_olad_guide_form,,art/characters/,generated_from_parent,,GREEN SPRITE GRID — solid #00FF00 unused regions; no transparency,prompts_by_phase/phase_02_campaign_expansion/green_sprite_grid/companion_olad_guide_form_point.green-background-grid.prompt.txt
companion_olad_guide_form_walk,02,"Phase 2 — Campaign Expansion: Khans 2–7, Heroes, Towers",animation,character_animation,2048x256,8x1,256x256,bottom-center,companion_olad_guide_form,,art/characters/,generated_from_parent,,GREEN SPRITE GRID — solid #00FF00 unused regions; no transparency,prompts_by_phase/phase_02_campaign_expansion/green_sprite_grid/companion_olad_guide_form_walk.green-background-grid.prompt.txt
companion_rakhsh,01,Phase 1 — Khan 1 Vertical Slice,character,character_base,256x256,1x1,256x256,bottom-center,,,art/characters/,02-phase-1-khan-1-slice.prompt.md,,GREEN SPRITE GRID — solid #00FF00 unused regions; no transparency,prompts_by_phase/phase_01_khan_1_vertical_slice/green_sprite_grid/companion_rakhsh.green-background-grid.prompt.txt
companion_rakhsh_idle,01,Phase 1 — Khan 1 Vertical Slice,animation,character_animation,2048x256,8x1,256x256,bottom-center,companion_rakhsh,,art/characters/,generated_from_parent,,GREEN SPRITE GRID — solid #00FF00 unused regions; no transparency,prompts_by_phase/phase_01_khan_1_vertical_slice/green_sprite_grid/companion_rakhsh_idle.green-background-grid.prompt.txt
companion_rakhsh_run,01,Phase 1 — Khan 1 Vertical Slice,animation,character_animation,2048x256,8x1,256x256,bottom-center,companion_rakhsh,,art/characters/,generated_from_parent,,GREEN SPRITE GRID — solid #00FF00 unused regions; no transparency,prompts_by_phase/phase_01_khan_1_vertical_slice/green_sprite_grid/companion_rakhsh_run.green-background-grid.prompt.txt
companion_rakhsh_warning_stomp,01,Phase 1 — Khan 1 Vertical Slice,animation,character_animation,2048x256,8x1,256x256,bottom-center,companion_rakhsh,,art/characters/,generated_from_parent,,GREEN SPRITE GRID — solid #00FF00 unused regions; no transparency,prompts_by_phase/phase_01_khan_1_vertical_slice/green_sprite_grid/companion_rakhsh_warning_stomp.green-background-grid.prompt.txt
cosmetic_gate_skin_preview,05,"Phase 5 — Damavand, Zahhak Hunt, Live-Ops",ui,ui_asset,1024x512,1x1,1024x512,center,,,art/ui/,06-phase-5-damavand-liveops.prompt.md,,FULL CANVAS — no chroma green; no cut-out crop,prompts_by_phase/phase_05_damavand_zahhak_liveops/full_canvas_no_green/cosmetic_gate_skin_preview.full-canvas-no-green.prompt.txt
cosmetic_hero_skin_preview,05,"Phase 5 — Damavand, Zahhak Hunt, Live-Ops",ui,ui_asset,512x256,1x1,512x256,center,,,art/ui/,06-phase-5-damavand-liveops.prompt.md,,FULL CANVAS — no chroma green; no cut-out crop,prompts_by_phase/phase_05_damavand_zahhak_liveops/full_canvas_no_green/cosmetic_hero_skin_preview.full-canvas-no-green.prompt.txt
cosmetic_profile_banner_preview,05,"Phase 5 — Damavand, Zahhak Hunt, Live-Ops",ui,ui_asset,1024x512,1x1,1024x512,center,,,art/ui/,06-phase-5-damavand-liveops.prompt.md,,FULL CANVAS — no chroma green; no cut-out crop,prompts_by_phase/phase_05_damavand_zahhak_liveops/full_canvas_no_green/cosmetic_profile_banner_preview.full-canvas-no-green.prompt.txt
cosmetic_projectile_effect_preview,05,"Phase 5 — Damavand, Zahhak Hunt, Live-Ops",ui,ui_asset,1024x512,1x1,1024x512,center,,,art/ui/,06-phase-5-damavand-liveops.prompt.md,,FULL CANVAS — no chroma green; no cut-out crop,prompts_by_phase/phase_05_damavand_zahhak_liveops/full_canvas_no_green/cosmetic_projectile_effect_preview.full-canvas-no-green.prompt.txt
cosmetic_sacred_fire_effect_preview,05,"Phase 5 — Damavand, Zahhak Hunt, Live-Ops",ui,ui_asset,1024x512,1x1,1024x512,center,,,art/ui/,06-phase-5-damavand-liveops.prompt.md,,FULL CANVAS — no chroma green; no cut-out crop,prompts_by_phase/phase_05_damavand_zahhak_liveops/full_canvas_no_green/cosmetic_sacred_fire_effect_preview.full-canvas-no-green.prompt.txt
cosmetic_tower_skin_preview,05,"Phase 5 — Damavand, Zahhak Hunt, Live-Ops",ui,ui_asset,1024x512,1x1,1024x512,center,,,art/ui/,06-phase-5-damavand-liveops.prompt.md,,FULL CANVAS — no chroma green; no cut-out crop,prompts_by_phase/phase_05_damavand_zahhak_liveops/full_canvas_no_green/cosmetic_tower_skin_preview.full-canvas-no-green.prompt.txt
enemy_afrasiyab,05,"Phase 5 — Damavand, Zahhak Hunt, Live-Ops",character,character_base,384x384,1x1,384x384,bottom-center,,,art/characters/,06-phase-5-damavand-liveops.prompt.md,,GREEN SPRITE GRID — solid #00FF00 unused regions; no transparency,prompts_by_phase/phase_05_damavand_zahhak_liveops/green_sprite_grid/enemy_afrasiyab.green-background-grid.prompt.txt
enemy_afrasiyab_attack,05,"Phase 5 — Damavand, Zahhak Hunt, Live-Ops",animation,character_animation,3072x384,8x1,384x384,bottom-center,enemy_afrasiyab,,art/characters/,generated_from_parent,,GREEN SPRITE GRID — solid #00FF00 unused regions; no transparency,prompts_by_phase/phase_05_damavand_zahhak_liveops/green_sprite_grid/enemy_afrasiyab_attack.green-background-grid.prompt.txt
enemy_afrasiyab_defeat,05,"Phase 5 — Damavand, Zahhak Hunt, Live-Ops",animation,character_animation,3072x384,8x1,384x384,bottom-center,enemy_afrasiyab,,art/characters/,generated_from_parent,,GREEN SPRITE GRID — solid #00FF00 unused regions; no transparency,prompts_by_phase/phase_05_damavand_zahhak_liveops/green_sprite_grid/enemy_afrasiyab_defeat.green-background-grid.prompt.txt
enemy_akvan_div,05,"Phase 5 — Damavand, Zahhak Hunt, Live-Ops",character,character_base,192x192,1x1,192x192,bottom-center,,,art/characters/,06-phase-5-damavand-liveops.prompt.md,,GREEN SPRITE GRID — solid #00FF00 unused regions; no transparency,prompts_by_phase/phase_05_damavand_zahhak_liveops/green_sprite_grid/enemy_akvan_div.green-background-grid.prompt.txt
enemy_akvan_div_defeat,05,"Phase 5 — Damavand, Zahhak Hunt, Live-Ops",animation,character_animation,1536x192,8x1,192x192,bottom-center,enemy_akvan_div,,art/characters/,generated_from_parent,,GREEN SPRITE GRID — solid #00FF00 unused regions; no transparency,prompts_by_phase/phase_05_damavand_zahhak_liveops/green_sprite_grid/enemy_akvan_div_defeat.green-background-grid.prompt.txt
enemy_akvan_div_leap_attack,05,"Phase 5 — Damavand, Zahhak Hunt, Live-Ops",animation,character_animation,1536x192,8x1,192x192,bottom-center,enemy_akvan_div,,art/characters/,generated_from_parent,,GREEN SPRITE GRID — solid #00FF00 unused regions; no transparency,prompts_by_phase/phase_05_damavand_zahhak_liveops/green_sprite_grid/enemy_akvan_div_leap_attack.green-background-grid.prompt.txt
enemy_akvan_div_run,05,"Phase 5 — Damavand, Zahhak Hunt, Live-Ops",animation,character_animation,1536x192,8x1,192x192,bottom-center,enemy_akvan_div,,art/characters/,generated_from_parent,,GREEN SPRITE GRID — solid #00FF00 unused regions; no transparency,prompts_by_phase/phase_05_damavand_zahhak_liveops/green_sprite_grid/enemy_akvan_div_run.green-background-grid.prompt.txt
enemy_canyon_serpent,02,"Phase 2 — Campaign Expansion: Khans 2–7, Heroes, Towers",character,character_base,192x192,1x1,192x192,bottom-center,,,art/characters/,03-phase-2-khan-02-04.prompt.md,,GREEN SPRITE GRID — solid #00FF00 unused regions; no transparency,prompts_by_phase/phase_02_campaign_expansion/green_sprite_grid/enemy_canyon_serpent.green-background-grid.prompt.txt
enemy_canyon_serpent_bite,02,"Phase 2 — Campaign Expansion: Khans 2–7, Heroes, Towers",animation,character_animation,1536x192,8x1,192x192,bottom-center,enemy_canyon_serpent,,art/characters/,generated_from_parent,,GREEN SPRITE GRID — solid #00FF00 unused regions; no transparency,prompts_by_phase/phase_02_campaign_expansion/green_sprite_grid/enemy_canyon_serpent_bite.green-background-grid.prompt.txt
